chr	start	end	nCG	meanMethy1	meanMethy2
chr13	44040997	44041704	100	0.268649773693324	0.824874789350771
chr13	28294652	28295345	113	0.566971168941705	0.101616415059919
chr2	6985496	6987012	82	0.779849254758068	0.156239275461024
chr6	79157823	79159148	68	0.782355126647355	0.0944171976690772
chr4	62781787	62783638	80	0.714922180213883	0.0942797163372213
chr4	37951653	37952394	83	0.786481300918834	0.157539583975546
chr11	7780872	7782145	81	0.667613399366968	0.0564013501031589
chr8	122560956	122562111	101	0.253718172143635	0.801969343728049
chr13	15021413	15022583	67	0.750425537142645	0.0713096119302269
chr12	5955725	5956494	76	0.815122325027025	0.169022394596496
chr10	28559001	28559779	75	0.887758728072602	0.228775518046298
chr4	62992222	62993201	77	0.7201923737039	0.0881443861595992
chr8	53490030	53491141	87	0.774151585701166	0.156194112488323
chr6	102764227	102766332	64	0.809906284083633	0.0976505991259632
chr10	98166922	98168259	70	0.71584491728391	0.046496805776846
chr3	14339962	14341175	68	0.787744547023199	0.110963014418309
chrX	7938330	7940336	86	0.757031963430081	0.15046696172003
chr5	12167237	12168400	88	0.287727466043375	0.867485445019977
chr7	25990472	25991372	77	0.853393140625967	0.219698238667609
chr14	39977791	39979525	93	0.240857745161873	0.806950202544099
chr14	64085570	64086747	84	0.747725448013048	0.138037277912196
chr6	81469854	81470518	86	0.738715341035995	0.139635335385996
chr2	34958672	34961043	85	0.651226426073917	0.059672225695696
chr16	52272302	52273210	74	0.834841935903411	0.168443715173871
chr18	23099304	23100064	78	0.789793877279906	0.146293760232843
chr13	44267068	44267681	86	0.890137343041422	0.289845821131764
chr1	110939116	110940046	88	0.163394666498605	0.753367720666448
chr1	178472310	178473564	66	0.773903803265891	0.0887146914157817
chr11	109598067	109598786	76	0.801601663945418	0.137337939969001
chr10	1773119	1774199	97	0.735559755695916	0.181070074883969
chr1	94274333	94275523	70	0.789819211645935	0.130673327136353
chr11	106427137	106427926	85	0.869506904871064	0.278958304318333
chr15	5882182	5883263	76	0.769895997671226	0.122656444505494
chr2	477157	477929	68	0.239140100748628	0.911497390995423
chr12	73113424	73114636	89	0.725707018490986	0.138733808536128
chr2	171068963	171070532	90	0.670083187771535	0.103685916431286
chr9	91179803	91180438	70	0.806783158150548	0.136368600638586
chr14	87736784	87738748	78	0.719418925499797	0.107087311891907
chr1	109634173	109635382	92	0.337959569298139	0.889231422740946
chr17	20438477	20440189	70	0.799524262407842	0.125257806558782
chr5	43292460	43293012	86	0.715938081613673	0.119297487019211
chr10	99580374	99581709	58	0.868032432459977	0.128728904951549
chr2	41024393	41025790	86	0.176582049739019	0.770684754968558
chr2	180130750	180131697	82	0.723905321354112	0.105324551866482
chr14	32903535	32904721	82	0.712344614409679	0.0931848891240986
chr1	6676550	6678663	89	0.267828231286996	0.844286476524538
chr12	37308762	37309701	70	0.880099909410885	0.180038398478186
chr18	6800747	6802142	54	0.847509650500914	0.0831482270265932
chr7	51918258	51920283	74	0.825087098731786	0.176189127205017
chr1	209702310	209703284	100	0.321653983458862	0.860445665724902
chr8	65986336	65987102	82	0.786166343407266	0.16794799094734
chr9	69101485	69103123	94	0.648778673043094	0.108384390079784
chr12	69590238	69591058	82	0.757049014214462	0.141167082986572
chr10	17533012	17533776	85	0.735872146779646	0.142036649086028
chr9	100797851	100798710	68	0.836441692409234	0.136686064593155
chr13	15134353	15136014	70	0.847190625266489	0.167490853516921
chr2	34987312	34989148	88	0.727403317080995	0.137911201157955
chr15	90501927	90503170	89	0.758788390095954	0.168054560178447
chr14	915456	916974	86	0.683325601338131	0.0819238006540371
chr12	78381032	78382034	103	0.81179154453674	0.272737065506539
chr2	80406410	80407363	102	0.705810725272046	0.169532664222518
chr1	128470593	128471611	53	0.841959670439709	0.0562806484948951
chr4	63398777	63400142	76	0.713372094872252	0.0685747238100667
chr2	100228553	100229617	54	0.865992818960304	0.118396422941327
chr12	80977324	80978091	76	0.21314205058393	0.851081873124516
chr12	44509296	44510122	88	0.802909892131563	0.202271176565074
chrX	53226236	53227645	80	0.697862764930753	0.0802378421889895
chr16	74623753	74624398	76	0.187857719492256	0.840290787422421
chr2	32931535	32934863	59	0.847567956099539	0.131335691985652
chr2	169907280	169908852	80	0.69938582704954	0.0930580656510063
chrX	7855866	7857116	80	0.828543785238264	0.199153971829317
chr19	1643537	1644148	54	0.861709063791881	0.0953049067245734
chr7	56230561	56231543	81	0.848909254991073	0.236549317469971
chr15	88475529	88476444	72	0.872143578901721	0.199729559088916
chr13	22276243	22276952	90	0.555439547579333	0.0416271930746382
chr17	40647175	40648248	68	0.773820239298515	0.120435451877603
chr11	1284000	1285031	88	0.716340339371555	0.133204654792978
chr1	5333762	5334737	82	0.74289762676147	0.109705680800925
chr12	10486359	10487505	75	0.779534425861543	0.138015273954288
chr15	74506555	74507433	86	0.767380924110051	0.17777776780422
chr7	130437191	130438549	66	0.792617525914315	0.101457036503197
chr9	102489746	102490637	72	0.827082484082177	0.179731132095245
chr3	50308678	50310286	61	0.818117825886955	0.11063817170739
chr6	126743455	126744414	69	0.839857459244172	0.185755727285501
chr4	21791896	21794518	76	0.722094698523575	0.0804233581218082
chr8	103996775	103997605	68	0.760021909900625	0.0883830485761061
chr3	135920378	135921277	74	0.769196005015598	0.125913894435431
chr13	32673346	32674532	96	0.758490963669497	0.197357094702015
chr10	84378273	84379591	64	0.776313812715211	0.0899936402995101
chr8	92989311	92990266	87	0.31236477337251	0.875415283293584
chr12	37202505	37203355	62	0.82957841070044	0.131081897506993
chr12	72158662	72159638	76	0.768632623621902	0.130974007007145
chr6	127425481	127427518	86	0.671907476050789	0.0955386304965763
chr16	83680935	83682171	92	0.219266512129706	0.780580954021597
chrX	20782370	20784602	58	0.853088251681551	0.126722488752914
chr1	166963634	166965768	84	0.664863776772548	0.0911796389315614
chrX	1599522	1600349	86	0.240736393480184	0.828907554686085
chr13	78214534	78215469	80	0.84585004036544	0.235644592775213
chr1	2764746	2765656	74	0.73859633739793	0.0939532231569257
chr14	51492537	51493249	75	0.846046442706144	0.219038309628972
chr15	27957089	27958046	78	0.693673347888598	0.0839534031494032
chr11	2585249	2586049	84	0.789714257864419	0.17504318886076
chr10	108865134	108865952	89	0.76729816132804	0.187815662910317
chr4	2856364	2857451	90	0.291055622293335	0.854224254011691
chr7	65881908	65882819	74	0.14566047361935	0.808097286236031
chr10	7029821	7030500	88	0.737890423817838	0.175651166208358
chr16	89866868	89867482	70	0.815495925039545	0.142330362198883
chr3	14391833	14392877	78	0.680294872686735	0.0795422844753479
chrX	20802262	20803739	54	0.876245673777055	0.117680086908454
chr1	126367457	126368379	94	0.297582721865435	0.858231544307826
chr12	12738236	12739791	78	0.786744000939418	0.168129866148395
chr8	66786802	66787966	81	0.739366464247339	0.143523011652429
chr14	41787122	41787915	96	0.258555766239517	0.791678716535316
chr12	5131585	5132502	79	0.804978569722502	0.1885243779536
chr6	51974974	51976038	80	0.24476785484393	0.844419345917886
chrX	92534611	92536597	88	0.35076694662094	0.914445764149626
chr2	1380049	1381390	75	0.713367115372337	0.0939943829583469
chr14	10044113	10045335	67	0.794604892460672	0.111977579592963
chr16	66297391	66298277	54	0.824800343063788	0.0833508640936871
chr17	359348	360152	90	0.261269020336047	0.828892367757371
chr4	142646473	142647361	89	0.733165889689999	0.161559533832635
chr8	65267252	65268148	62	0.778765425263773	0.0976378887310796
chrX	4121282	4122285	72	0.740608634537892	0.117254583547331
chr12	41632174	41632788	84	0.833950858754598	0.245292740932124
chr16	89751238	89751735	99	0.288145013714954	0.815462489932126
chr7	51880878	51881792	54	0.822718252833869	0.0950423326598122
chr8	127027304	127027859	87	0.666274978181905	0.0819036380675999
chr3	135815690	135816476	66	0.228519698488193	0.87973509452545
chr4	4448672	4449338	66	0.844850416574283	0.174038211115573
chr5	10616779	10617549	64	0.77560362398594	0.0999875023594606
chr6	74275309	74276521	76	0.829227404145832	0.195953667557968
chr14	92939125	92942178	80	0.753823638906147	0.150604946056159
chr3	15782539	15784865	78	0.659083391852576	0.06737091376093
chr1	212011676	212012467	64	0.766876053696134	0.0894669144894237
chr3	41076877	41078648	64	0.787604746799172	0.113566712636955
chr4	3603106	3604049	66	0.837202711976865	0.161892368351085
chr1	2810947	2811531	80	0.73971374591613	0.132012831356034
chr7	85249522	85250357	77	0.273992570989543	0.873940043824744
chr1	25492397	25494599	71	0.751947072281387	0.123077262685997
chr1	208647953	208648700	62	0.777123003564744	0.0685852619272646
chr12	78257155	78257830	88	0.848128239456836	0.277639986496739
chr13	56939307	56940195	70	0.747775641243875	0.0908606276691627
chr11	3327433	3328036	68	0.789929894139382	0.120038616425558
chr3	8721427	8722969	62	0.747087882046483	0.06859020858951
chr17	34565770	34567409	67	0.756881417776474	0.113243069410386
chr11	109791749	109792353	94	0.725125008778871	0.18739525669908
chr11	2983119	2983799	80	0.789528242509075	0.188613280548952
chr16	41908963	41909414	66	0.784553473289861	0.111255358171941
chr10	101929459	101930238	75	0.760654583747673	0.132209923684858
chr7	58558371	58559079	76	0.787242647099009	0.160689541290924
chrX	33664670	33665845	92	0.754294594250399	0.199918677896535
chr1	5031546	5032574	76	0.672027623467378	0.0722963680727949
chr18	12403002	12403935	70	0.837713735031592	0.178635414617073
chr9	87104579	87105396	67	0.773172182596104	0.120291096993727
chr18	23300790	23301948	62	0.762095054740719	0.074584867111408
chr16	66319551	66320711	69	0.743170767315467	0.100878315858079
chr4	108486343	108487443	74	0.188650279197514	0.808191231205524
chr5	5391336	5392895	57	0.769283079268464	0.0739084854444169
chr7	139678795	139679694	68	0.709217914415577	0.0576090812949607
chr7	57759565	57760204	80	0.706267823457378	0.0903788553688259
chr8	89356734	89357592	66	0.778781259821669	0.107442074783184
chr9	8719940	8721368	70	0.740938070714291	0.0986922667247644
chr13	15100013	15101085	82	0.755146598720424	0.14422708341411
chr16	48630777	48631736	54	0.810250923565612	0.0703404386064458
chr18	18189982	18191491	70	0.733357690076465	0.104738439363006
chr13	4404937	4405994	67	0.845489406905966	0.190092719201333
chr1	6673322	6675465	80	0.269811793741121	0.867129224213514
chr12	13970983	13972879	68	0.796281753615687	0.127372516571854
chr14	28241428	28242352	51	0.859383467983617	0.120587261325196
chr12	80531809	80532418	82	0.781325067468062	0.188227733874008
chr15	90428448	90429268	79	0.760583445246473	0.163637849124955
chr1	162690855	162692648	76	0.258008681348311	0.854512289971303
chr6	33785891	33786786	76	0.310504488738077	0.901622435395146
chr7	58094190	58094991	69	0.11631944447243	0.76956023434254
chr2	12766565	12767170	89	0.825872092667132	0.251129598943431
chr13	70736496	70737211	72	0.750108830361997	0.111052840202283
chr13	47355140	47356451	90	0.683358745736123	0.129660293551118
chr7	57202158	57202941	64	0.153672009295203	0.828236597540456
chr8	67136046	67136861	70	0.811198857361009	0.182170196984487
chr9	38048677	38050024	86	0.0459736045967029	0.574774486423476
chr4	71016679	71018480	72	0.773990372206362	0.141066472403164
chr15	373873	375166	74	0.83354582279678	0.192441481339598
chr15	84557279	84557900	77	0.795325874550214	0.184832720104855
chr2	57757450	57758892	79	0.818302246702802	0.218856419480974
chr15	80586675	80587907	86	0.204952208187311	0.776874301610598
chrX	707846	708313	77	0.83879522681812	0.221440426556975
chr13	66871072	66872173	78	0.804648205495911	0.206379239316763
chr17	29236792	29238661	62	0.796026097505298	0.103505228862995
chr14	29823418	29824804	78	0.811984897463499	0.207298564508553
chr14	4358424	4359402	56	0.776536438853419	0.0686888921813246
chr7	56185008	56185538	90	0.732742389911333	0.177477067135013
chr1	10369173	10370828	60	0.847580825005016	0.134330745853916
chr13	15132892	15134225	60	0.836014482629452	0.140708361539853
chr3	86484268	86485041	68	0.862440878247903	0.202908400885443
chr1	71147542	71148450	86	0.252223782723901	0.819988846283522
chr3	146383773	146384743	60	0.722382165291848	0.045940707636801
chr13	14673542	14674838	72	0.801376330629539	0.167821147530297
chr12	11724415	11725288	76	0.757972190410634	0.135182357641021
chr4	78444372	78445560	72	0.672974328031031	0.0714421703636324
chr12	52466776	52467986	64	0.82303887741758	0.168878968657928
chr1	164525973	164526769	85	0.556544716770482	0.0449509807510581
chr1	126401877	126402541	74	0.73832526959441	0.109626405042188
chr14	80648876	80649591	84	0.690615848720543	0.116913928963633
chr10	95176002	95177296	69	0.731819049115415	0.101467452032278
chr12	13038125	13039315	58	0.821000856147482	0.108723401646805
chr10	105672006	105673214	84	0.746127962118449	0.182854592600764
chr4	778437	779331	80	0.273016889004309	0.86225018633744
chr4	1294473	1295105	77	0.222556992122378	0.828764734710911
chr12	32027139	32027684	68	0.759421817177774	0.100930887915023
chr13	46145274	46146535	100	0.264065257916288	0.770608134683249
chr17	33016125	33017992	60	0.834393521325804	0.129188140336391
chr1	210305930	210306694	73	0.753196541294174	0.122668846842747
chr7	58186941	58187603	62	0.778239720831052	0.0964622335338137
chr3	107485236	107486436	78	0.760502948374105	0.169668692363115
chr5	10503107	10504065	74	0.88169210654448	0.261668964341053
chr5	5696953	5698202	58	0.802565011619423	0.116904288966764
chr6	89537477	89538156	62	0.781873476353331	0.111970903565652
chr1	189056676	189057554	56	0.847079270202003	0.142259385943413
chr19	551050	551746	59	0.823469724682111	0.143774629874839
chr17	24385155	24385847	54	0.827117271752007	0.109375907518223
chr13	42903734	42904326	72	0.820922041671688	0.184610212295424
chr5	127111624	127112505	50	0.819438070381577	0.0767785599149529
chr5	43719519	43720857	76	0.799544038682457	0.19030271711293
chr13	24143852	24145117	92	0.683304910151851	0.138614443807474
chr17	34516936	34518672	64	0.7541995346442	0.0983332023053088
chr14	36811622	36812582	58	0.819071792573048	0.122120246728312
chr14	92002626	92005258	72	0.719706363327865	0.12036730143609
chrX	39143805	39144766	62	0.797669264068062	0.131487133390708
chr10	16468571	16469486	91	0.308464962410728	0.839669305590879
chr15	85631733	85633113	81	0.638901032808839	0.083516059228909
chr11	50808392	50809426	62	0.804389306313397	0.141623684170793
chr2	168374786	168376821	80	0.771943892117691	0.184218860867832
chr12	17669392	17669998	68	0.745000661439604	0.115870632922177
chr9	1533014	1533950	54	0.801873226527811	0.095941759385589
chr2	52694895	52696469	68	0.781915338340335	0.123139442809396
chr14	81630389	81631211	73	0.729557226469532	0.118993642710806
chr8	127426859	127427485	88	0.710217022077044	0.151594272846885
chr13	74184940	74185576	68	0.774186143645773	0.130133838277468
chr11	77606516	77607619	60	0.800008555103699	0.142204225135853
chr4	132362310	132363559	78	0.804449881932733	0.215747099440851
chr9	101704634	101705310	66	0.746805243049168	0.0815028612062129
chr6	18595561	18596763	66	0.713002494173746	0.0755294329653341
chr3	29750483	29751455	76	0.69762579989488	0.118167923408659
chr11	110174959	110175369	86	0.749362759762976	0.18705837728132
chr16	43818714	43820997	77	0.664361537504972	0.0760155484545379
chr13	54347113	54348310	72	0.773508317630629	0.145023776359007
chrX	10289068	10290482	84	0.816500711067916	0.252498748689552
LNAT02010962	5225	6926	80	0.22534165252199	0.827182911751048
chr1	119539040	119540198	78	0.660935114398754	0.0859504960512517
chr10	1420501	1421455	50	0.856869691922615	0.128819281675779
chr7	35558282	35559911	58	0.854110871742439	0.160974763672711
chr17	697196	697805	78	0.761233874774273	0.158878091648308
chr12	78335209	78336362	79	0.804362740342532	0.200809713855797
