Gene	Beta_Untreated_day14	Beta_5d-release_etoposide	Depmap
ACSL4	0.106143394	0.059479238	-0.111023287
DBH	-0.216247986	-0.263013737	0.102397801
ETNK2	-0.267336556	-0.314113226	-0.065620513
ABCC8	-0.216349101	-0.263197752	0.007420629
SLC45A4	-0.08733466	-0.134192069	0.10452183
ACOT1	-0.037805795	-0.08469634	0.140363218
SLC35A1	-0.325907669	-0.37292718	-0.200405315
ABHD11	-0.37876576	-0.425880971	-0.642507548
ALKBH5	-0.534559358	-0.581684868	-0.1689998
ATP6V1E2	-0.244231681	-0.291493563	-0.091361898
APOM	-0.282162606	-0.329428917	-0.096223578
ADI1	0.045330047	-0.001959191	-0.081362892
AGPAT3	-0.055617278	-0.102920881	-0.012217559
GCNT4	-0.087716371	-0.135122051	0.023038659
KCNC1	-0.131058236	-0.178466025	-0.275524572
B4GALT3	-0.223819003	-0.271308557	-0.351010893
FAH	-0.180036022	-0.227640435	-0.021398207
SLC30A10	-0.083999115	-0.131748919	0.065340223
CLCN7	-0.302486808	-0.350293362	-0.176173737
ACOT6	-0.061427623	-0.10926656	-0.074515552
SULT2B1	-0.324795399	-0.37264408	-0.282924952
SV2A	-0.561392865	-0.609329549	-0.32726372
SCN8A	-0.355572408	-0.403785042	-0.15672924
ENOX2	-0.070090688	-0.118337073	0.171138276
GLRX	-0.288204253	-0.336563029	0.290056817
PLPP6	0.189907416	0.141534259	
OGFOD1	0.053510285	0.00513472	-0.467443938
PIK3R1	0.01179562	-0.036590631	-0.001088164
ENPP7	-0.094503744	-0.143106877	-0.243263599
CCBL1	-0.072881474	-0.121509204	
ACBD5	-0.039508326	-0.088148741	0.02601356
PSPH	0.084131829	0.035459648	-0.23421941
DPM3	-0.541662717	-0.590460957	-0.374961333
AGMO	-0.323544096	-0.37238929	0.037460348
ALDH1B1	-0.348646001	-0.39752854	-0.083063691
SLC4A7	0.02734414	-0.021613243	-0.343603789
KCTD20	-0.092477644	-0.141459237	0.018046029
SLC7A14	0.162580971	0.113545611	0.066619613
PYCRL	-0.193572851	-0.242743802	
ADCY3	-0.210421209	-0.259687316	-0.375244985
PDXDC1	-0.05194426	-0.101305797	-0.225157914
SLC25A12	-0.144430752	-0.193923266	0.038468335
ITPK1	-0.164299934	-0.213839327	-0.195369109
RDH10	-0.337498025	-0.387096318	-0.197608803
SFXN2	-0.077261036	-0.126875358	0.001226681
MSRA	0.23872089	0.189068107	0.166105055
KCNG2	0.0127456	-0.036992632	0.049691442
CDADC1	-0.182665024	-0.232410664	0.068712668
MTHFS	0.146402503	0.096525659	-0.050943807
CERS4	-0.510607641	-0.560565633	-0.239050972
FASN	-0.015887762	-0.065916924	-0.268181066
ACOT4	-0.202294056	-0.2523975	-0.230002258
GADL1	0.064238632	0.014093126	0.161664434
TCN1	-0.343122571	-0.393310355	-0.092149806
CA13	-0.117611148	-0.167963027	0.249091704
DGKE	-0.121040225	-0.171742408	-0.276939939
AQP12A	0.095857427	0.045143071	
KDM6B	-0.193282144	-0.24410268	-0.112336978
SLC27A3	-0.261775208	-0.312641107	0.019194543
KCNS1	-0.001254653	-0.052128556	-0.051800801
PTDSS2	0.097496761	0.046564232	0.078694882
DUS1L	-0.046950422	-0.097953897	-0.102967201
DUS3L	-0.318564161	-0.369572449	-0.01819828
ABCA3	-0.462223907	-0.513302145	-0.044459868
CYP46A1	-0.2623819	-0.313504561	-0.053177096
B4GALNT3	0.025095586	-0.026032429	-0.115084526
SRR	-0.085598003	-0.136728642	-0.08781075
CLIC3	0.008787942	-0.04237011	0.022015738
SMPD2	-0.170076153	-0.221242383	0.028410614
IYD	-0.127342244	-0.178536799	-0.151470836
ACY3	0.011579992	-0.039690572	0.054415077
IMPDH1	0.025440642	-0.025909281	-0.325402768
HAO1	-0.107323917	-0.158719823	0.002109089
CATSPERB	-0.017053117	-0.068467652	0.141171275
GABRQ	-0.159269441	-0.210696921	0.029016247
BTD	-0.258665908	-0.310135676	-0.002736961
SLC30A5	-0.220166208	-0.271676587	-0.058045562
MPO	-0.267880052	-0.319393034	-0.184166114
CNGA3	-0.100896767	-0.152505786	-0.081553872
FABP7	-0.611912662	-0.663585599	-0.082125188
HS3ST1	-0.078428919	-0.13023292	0.097743731
AGPS	-0.091257939	-0.143064412	0.009702128
MANBA	-0.004726009	-0.056566143	-0.02416903
UGT2B28	0.185066515	0.133167248	0.150873992
B3GNT2	-0.355673524	-0.407621043	-0.159903496
ATP6V1G2	-0.127771985	-0.179782438	-0.111859478
GALNT10	0.162088034	0.110052161	0.083962655
SLC24A4	-0.047045218	-0.099242001	0.004097795
UQCRH	-0.884545139	-0.936819234	-1.591842126
PDHA1	-0.153708092	-0.206068241	0.007641151
HS3ST5	0.072480804	0.020088752	0.082594449
STARD3NL	0.073954561	0.021533975	-0.011031095
KCNA4	-0.016424938	-0.068931936	-0.03846146
DEGS1	-0.241577401	-0.294140545	0.22222873
HYAL2	0.10330837	0.050718719	-0.161905551
LYG1	-0.30133662	-0.354129362	-0.060019196
SLC1A1	0.230378867	0.177475176	0.202856133
TRPM6	-0.181704427	-0.234774547	-0.047040947
SLC43A3	0.122551901	0.069425945	-0.004904602
B3GAT2	-0.24160268	-0.294791674	-0.164882697
IDI2	-0.139349701	-0.192550232	0.056149824
PLA2G4C	-0.039333902	-0.092633039	0.159605242
MOCOS	-0.315846684	-0.369218574	0.057114806
ALDH8A1	-0.180440484	-0.233826163	-0.115213593
RRM2B	-0.218447246	-0.271973842	0.063411045
KCTD15	0.016704269	-0.037063407	-0.013105971
LCT	-0.365380605	-0.419199819	-0.063819125
PDE6A	-0.051268051	-0.105262115	0.037384388
CYP4Z1	0.011175783	-0.042908	-0.002009007
NAPRT	-0.251347679	-0.305450376	
SLC30A1	0.003651152	-0.050487993	0.139116942
TGDS	-0.132701362	-0.186845774	-0.034393883
ACOT8	-0.100485986	-0.154657343	-0.071016759
DPYSL3	0.04733466	-0.006944859	0.11800269
CHST5	0.027107783	-0.027432357	-0.06564217
TRPV5	-0.177444939	-0.232014325	0.063986986
DPYSL4	0.215894082	0.16129603	0.02010683
ALDOB	-0.057633267	-0.112260338	-0.035839769
ALDH1A1	-0.149524441	-0.204256403	0.024363945
FUT7	-0.090729611	-0.145725549	-0.089546789
PANK4	-0.0058221	-0.060819715	-0.03237862
PXDN	-0.27854773	-0.333632947	0.222593265
ATP6V1A	-1.318166019	-1.373259822	-1.508699757
PPARA	0.04340127	-0.011693148	-0.0658788
KDM1B	-0.116902076	-0.171997197	-0.079284791
CYP39A1	-0.238632414	-0.293772515	0.162901777
KCNK2	-0.135684267	-0.190894099	-0.013036628
CLCC1	-0.374177647	-0.429391407	-0.430229156
SCARB1	-0.310525484	-0.365778913	-0.243742336
PFKFB3	0.205428635	0.150113594	0.166471217
OXCT1	-0.278863715	-0.334312386	0.122176044
SLC16A8	0.142244131	0.086651143	-0.074027411
NOX4	0.007632825	-0.048117033	-0.034501352
ATP6V1C1	-0.370941953	-0.42670196	-0.765302668
COQ8A	-0.190602585	-0.246367478	
CA1	-0.319537397	-0.375729866	-0.002189865
TYMS	-0.962593611	-1.01887567	-0.551102871
KDM2A	-0.416001517	-0.47232347	-0.751858369
NAA50	-0.908155591	-0.964520535	-1.283229649
NALCN	0.004658135	-0.052158281	0.09085298
SLC6A14	-0.097580181	-0.154402554	0.044734391
RBKS	-0.309387936	-0.366246028	-0.018882884
GMDS	0.024075584	-0.032989603	0.128662617
ADCY2	0.026119379	-0.031023476	0.151304803
KCTD3	-0.336739659	-0.394046414	0.235963677
ABCA6	0.050972288	-0.006386162	0.173726091
LPPR4	-0.100159889	-0.157644045	
ITPR3	-0.17189623	-0.229381498	-0.144188515
NAPEPLD	0.072633741	0.015133092	0.126766607
SLC6A8	-0.582892533	-0.640711146	-0.112397944
HYAL3	0.103291939	0.045378044	0.087496815
DIO2	0.106475811	0.048560084	-0.07360147
SLC38A4	-0.355294341	-0.413240571	-0.032549281
KCNG4	-0.161885803	-0.220053364	-0.12399444
SRD5A1	0.150598793	0.09216734	0.016237606
B3GLCT	-0.147906595	-0.206393806	
SCNN1B	-0.0593813	-0.117878451	0.022883579
ACVR1C	-0.315366385	-0.373932183	0.11048306
GSTCD	-0.327854141	-0.386515963	0.121057654
SLC25A21	-0.078364458	-0.137107995	0.174279889
PPCS	-0.210433848	-0.269284395	-0.258900009
ACLY	-0.247543211	-0.30639876	-0.515302255
CACNB4	-0.180478402	-0.239417381	0.094890474
TRPV6	-0.155641925	-0.214702781	-0.161093219
PDXP	0.059220779	8.38046E-05	0.05549277
PIGF	-0.555464973	-0.614665978	0.063107396
KCNAB3	0.028436187	-0.030829553	0.220062107
PEMT	0.015049768	-0.044326329	-0.044436756
GUCY2F	-0.160685057	-0.220308154	0.354603704
BPGM	0.020100483	-0.039648107	0.08545996
ILVBL	-0.27299902	-0.332868578	-0.169072108
MIOX	0.052621733	-0.007260232	0.042672642
STARD10	-0.072857459	-0.132746845	0.049606599
SIAE	0.087638007	0.027651759	0.191437802
GNPDA2	-0.026589566	-0.086700686	-0.082062097
ST6GALNAC6	-0.164653838	-0.224766974	-0.114643009
SLC14A1	-0.142130376	-0.202260551	0.011806105
SV2B	-0.343653427	-0.403813352	0.159315395
DLAT	-0.271153664	-0.331523855	-0.018646963
IDO1	-0.119355389	-0.179768283	0.109107448
HVCN1	-0.189022656	-0.249439109	-0.158231058
SCP2	-0.062322495	-0.122744934	0.096847755
AFMID	-0.053871773	-0.114351029	-0.059959814
PLOD3	-0.096509622	-0.157021225	0.010413289
ACOXL	-0.183688817	-0.24424423	-0.179087713
PLPP7	-0.082864095	-0.143701386	
AK5	-0.177331185	-0.238299137	0.024816893
FITM1	-0.002704332	-0.063783768	-0.269402703
KDM4C	0.046649603	-0.014496118	-0.045597928
AKR7A3	-0.066952318	-0.128133736	-0.358616647
ST8SIA2	0.169709609	0.108519176	0.120351746
ABCF1	-0.978923753	-1.040292159	-0.928160769
ALOX12	-0.083513761	-0.144890405	0.096458234
PIP5K1A	-0.67411129	-0.735535377	-0.413573606
PRPS1	-0.079312415	-0.140752904	0.021384169
KCNS3	-0.010043543	-0.071566178	0.054942655
LSR	-0.372357569	-0.434034241	0.170050464
UGT2B4	-0.236319398	-0.298033165	-0.008096764
PRDX3	0.150472399	0.088649827	-0.025072834
COQ10A	-0.346851202	-0.408739286	-0.147404543
SLC39A5	-0.340392454	-0.402327079	-0.100061677
ALDH1L2	-0.452200841	-0.514363769	0.051107402
SLC25A10	0.151508832	0.089203287	-0.594624293
ADCY6	-0.314102443	-0.376465925	0.096224685
ADH5	0.110897083	0.048517619	-0.059562777
ATP6AP1	-0.370524852	-0.432972617	-1.416986739
NDUFB1	-0.407646854	-0.470129447	-0.006002487
SLC1A2	-0.116624009	-0.179258704	-0.14198761
CRYZ	-0.212443518	-0.275144558	-0.058980252
TYRP1	-0.168609979	-0.231433971	-0.001849075
PHYHD1	0.003060764	-0.059807634	-0.013512872
SPHK1	-0.061476917	-0.124443532	-0.095186447
BEST1	-0.233210099	-0.296447807	0.078258195
SLC12A3	0.113494486	0.050022294	-0.069906278
NDST4	-0.095945903	-0.159512502	0.166378448
KCNK10	-0.006481373	-0.070195976	0.030370724
CHIT1	-0.039145575	-0.102891155	-0.12308896
NPC1	-0.002882295	-0.066696864	-0.121317263
IVD	-0.123611085	-0.187539369	-0.051916437
PDE1A	-0.048968939	-0.113229955	0.130103487
GRXCR1	-0.381318924	-0.445655482	-0.076500773
PLA2G4A	-0.49800613	-0.562391626	0.194006948
TRPV1	-0.126309603	-0.19072424	-0.166607006
SLC30A2	-0.271419092	-0.335855279	0.007332571
NDUFV3	-0.011346289	-0.075907511	-0.017850797
ATP13A5	0.107656334	0.043094845	0.090957765
SLC43A2	-0.008324833	-0.073261945	0.020766802
ALKBH4	-0.311094259	-0.376140361	-0.144747389
CDS2	-0.658312004	-0.723376247	-0.170162891
GMPR	0.139008437	0.073881933	0.138484315
FTO	-0.1062799	-0.171430998	-0.095130801
KCNJ15	-0.162151231	-0.22742811	0.172202548
TECRL	0.029995892	-0.035315267	0.058252608
GABRG2	0.04676715	-0.018589739	0.087909206
ARG2	-0.214036086	-0.279490138	0.072538985
CSAD	-0.24248744	-0.308153978	-0.191131588
QSOX1	-0.385717446	-0.45138825	-0.055958177
CHST6	0.028153063	-0.03758148	-0.16932839
SLC16A10	-0.270370019	-0.336209154	0.005741096
FUT8	-0.164451607	-0.230358192	0.167381185
ITPKA	-0.18960407	-0.255554061	-0.227079399
GFOD2	0.133661958	0.067580135	-0.026394279
FADS6	-0.127506557	-0.193767561	-0.162549247
CLIC4	-0.142143015	-0.208743533	0.036337597
TBXAS1	0.005071697	-0.061610979	0.032730627
SQLE	-0.20597213	-0.272823141	-0.221897968
PDE3A	-0.005516479	-0.072406984	0.03310743
MMACHC	-0.241830189	-0.309031587	-0.305287719
SGPP2	0.053153853	-0.014073592	0.144354605
CP	-0.106278636	-0.173525935	0.149890248
GALNS	-0.370752362	-0.438153341	-0.040088806
LYZ	0.039059627	-0.028479826	0.017840156
KCNMB1	0.148993585	0.081399645	0.190692236
SLC13A5	-0.411969539	-0.479584976	-0.172135161
SHMT1	-0.308376781	-0.375998811	-0.152743098
AMY2A	-0.155818877	-0.22359211	-0.266198839
SLC25A45	-7.35931E-05	-0.067982136	-0.078359982
IP6K1	-0.046769678	-0.114697827	-0.006769024
CHST14	-0.334540399	-0.402624334	0.143550202
KCNQ4	-0.349429646	-0.417784321	-0.076165312
FUT4	-0.381028218	-0.449392397	-0.122954007
GCSH	-0.203962461	-0.272780676	-0.386981291
ABCA8	-0.182488072	-0.251364186	-0.036893775
PDE6H	-0.090494518	-0.159540812	0.299935823
FAR2	0.004646633	-0.064419327	-0.081188635
NFS1	-0.637735014	-0.706814917	-1.492017788
DGKK	0.088393845	0.01927484	
CYP4F12	-0.184472462	-0.253643139	-0.060960066
PDE4D	0.024890827	-0.044282449	0.024025401
SLC9A8	-0.176256833	-0.245433249	0.122461904
PAPSS2	-0.081352419	-0.150623173	-0.037042486
B3GAT3	-0.215780327	-0.285053046	-0.174311717
ARSF	0.183739375	0.114373677	0.072969166
SLC15A3	-0.076725124	-0.146489918	-0.11626589
CYP7A1	-0.297317281	-0.367463356	0.054014613
GLYCTK	0.106343097	0.035840417	-0.031802878
GSTA1	-0.184485101	-0.255016172	-0.209539024
SLC4A9	0.013474895	-0.057220103	-0.125472648
TRPM4	-0.345486144	-0.416184807	-0.000735224
NAT2	0.194078428	0.123291317	0.102038383
LYPLAL1	-0.039917844	-0.110707537	0.060935862
MAN1A1	-0.016927987	-0.087869887	0.061950914
XDH	-0.220760262	-0.291705888	0.084132039
GALNT19	-0.140145985	-0.21109326	
GALNT17	-0.140145985	-0.21109326	
SLC25A31	-0.096086201	-0.167057108	-0.08340945
PRDX4	-0.051838089	-0.122834111	-0.060729229
PDE4C	-0.361563497	-0.432576278	-0.173372622
CAV1	-0.138919961	-0.209975016	0.043092459
GRHPR	-0.285689007	-0.356762189	-0.150915805
PPAP2A	-0.113517237	-0.185048092	
NNMT	-0.20795652	-0.279744927	0.074387157
AQP3	-0.183094764	-0.254902932	-0.118143901
TF	-0.141511044	-0.213358057	-0.164493324
MUT	-0.082864095	-0.154940443	0.053455368
ITPR2	-0.177128954	-0.249255094	0.062451342
EPN1	-0.165197333	-0.237605543	-0.011118628
STAT5B	-0.080097324	-0.152534096	-0.19485441
GSTA2	-0.369134515	-0.441649622	-0.20106425
MTHFSD	0.035725345	-0.036851083	-0.045321002
CYB561A3	-0.143406958	-0.216174899	-0.024039444
MTTP	-0.294220621	-0.367024552	0.048358074
CACNG2	0.226283692	0.153411705	-0.110440116
BLVRA	0.057377951	-0.015930018	0.076530029
SLC29A1	-0.531171991	-0.6045027	-0.028521123
PLCD4	-0.120681265	-0.194022351	0.03361554
KCNJ14	-0.197756501	-0.271152853	-0.102889713
CHRNA7	-0.293854078	-0.367251032	-0.117918098
GRIA2	0.005436092	-0.06807839	0.22683405
FMO4	-0.11358549	-0.187157184	-0.07644932
BCKDHB	-0.075111069	-0.148698095	-0.176498694
HS6ST3	0.02871931	-0.044985951	-0.066739974
SLCO1C1	-0.074429804	-0.148160206	0.177433454
POMT2	0.115001106	0.041227803	0.031607218
ABCB10	-0.199045723	-0.27302131	-0.464766736
ELOVL6	-0.271810914	-0.345848697	0.078403381
ANGPTL3	-0.000613986	-0.074695845	-0.005849441
CYP27A1	0.101384649	0.027201631	-0.053090683
SCN9A	-0.159686542	-0.234024332	0.01878238
SULT1A1	-0.099325686	-0.173752415	-0.162735878
GABRE	-0.096221443	-0.170652474	0.094148315
SLC10A2	0.105896925	0.031414154	0.155685214
DGKB	-0.069106076	-0.143673077	0.12176716
JHDM1D	-0.126937782	-0.201637732	
KCTD7	-0.259361077	-0.334114217	-0.082076064
DPEP1	-0.126380384	-0.201170617	0.005202796
KCTD4	0.317224381	0.242389927	0.063645179
KCNJ11	-0.091116378	-0.165995485	-0.041941829
INPP5E	-0.079312415	-0.154232694	-0.079092557
SLC22A24	-0.136518469	-0.211447135	0.084951278
SLC1A6	-0.009624925	-0.084638305	-0.141169927
HSD17B8	-0.626119379	-0.701152923	0.086227273
B4GALT6	-0.223389263	-0.298641829	-0.035539851
ALDH2	0.072701994	-0.00279108	-0.073709469
GAD2	-0.054130881	-0.129815348	0.19494602
SLC16A2	-0.112398648	-0.188119723	-0.04046536
HCN1	-0.174537871	-0.250330873	0.160845965
SLC39A9	-0.490093848	-0.565916217	-0.086419022
UGCG	-0.330811767	-0.406672659	-0.22094229
FIG4	-0.143053054	-0.218949276	-0.234846139
FOLR1	-0.134268651	-0.210272271	0.174865243
TET2	-0.287193099	-0.363570736	0.164854151
CLCN5	-0.01535185	-0.091879994	0.061694433
ELOVL2	-0.355370177	-0.432222403	-0.111664772
GCH1	-0.040471451	-0.1173349	-0.104669304
SLC18A2	-0.028590388	-0.105458869	0.0175618
SLC35F5	-0.53562107	-0.612528575	0.040658527
MAGT1	-0.055891554	-0.132841684	0.053108958
CLCN3	0.040192119	-0.036778892	0.079402959
ZADH2	-0.030420577	-0.107487278	0.012051012
SLC5A6	-0.091921509	-0.169336061	-0.042457321
A1CF	-0.08819035	-0.165655765	0.067452321
SLCO1A2	0.029265333	-0.048237351	0.099621147
SIRT1	-0.177609252	-0.255214342	0.019780553
CYP26B1	-0.189326002	-0.266962978	0.031576738
DCK	-0.196062818	-0.27370075	0.111655622
HEXA	-0.050917939	-0.128776373	0.020199706
SLC36A4	0.042415395	-0.035657817	0.165514302
CD36	-0.322077922	-0.400161367	-0.006726888
MBOAT4	-0.038513603	-0.116730482	-0.005802705
ACADL	-0.422359149	-0.500590971	-0.103881799
AMPD1	-0.166802541	-0.245079374	-0.028843788
PLA2G1B	0.099369924	0.021032889	0.011275568
SLC12A7	-0.058782191	-0.137139136	0.017938823
GALNT9	-0.05140582	-0.129843658	-0.094695402
GALNTL5	0.013299207	-0.065159633	-0.054256095
NEU2	0.195734193	0.117172118	-0.209617061
PDE10A	-0.115882074	-0.194574395	0.095010266
AWAT2	-0.011181723	-0.089967656	0.105184759
SLC25A47	-0.07792587	-0.156780591	0.062259155
SULT2A1	-0.273871141	-0.353067739	0.089501026
ATP6V1G1	-0.737030366	-0.816261244	-1.343932435
PLP1	-0.095211552	-0.174474319	0.186099835
SLC22A15	-0.003903814	-0.083169018	-0.183252162
GANC	-0.406559863	-0.486365213	0.025328712
NDUFS4	-0.140828515	-0.220874353	-0.190252918
RDH8	-0.383720416	-0.46383048	-0.178865891
PLA2G12B	0.077210478	-0.002996751	-0.092177871
SLC41A2	0.02208993	-0.058117529	0.026350205
ADSS	-0.697696464	-0.778056945	-0.490259844
GSS	0.112250766	0.031834557	0.08976551
LIPM	0.040561191	-0.039867509	-0.296369739
ABCE1	-0.831952476	-0.912458508	-1.103727817
ABCA7	-0.368679496	-0.449194228	0.063603546
WWOX	0.118269662	0.037701797	0.059954726
ADA2	-0.050675261	-0.131406368	
SREBF2	-0.228748381	-0.309711026	-0.134383061
DHDDS	-1.018902266	-1.100196047	-1.423043548
ETNPPL	-0.312990173	-0.394301204	-0.202391581
LIPG	-0.230012323	-0.311452089	0.15873166
THTPA	-0.064394097	-0.145994494	-0.126234061
PRDX5	-0.185976554	-0.267628262	-0.247854464
GRIN2C	-0.243624988	-0.325352282	0.035831012
LCLAT1	-0.081564761	-0.163433433	0.111148294
DGUOK	-0.381028218	-0.463080266	0.077300687
PI4K2B	0.161089519	0.079024439	0.062036925
HCN3	-0.182917812	-0.265080365	-0.043957317
GDE1	-0.629885929	-0.71210888	-0.271821477
TIGAR	0.019010965	-0.063530394	
ACSBG1	-0.409643884	-0.492211221	0.045480381
APOC1	-0.29712769	-0.379778191	-0.334068337
PAPSS1	-0.17942933	-0.262121973	-0.12953425
CYB5A	-0.167017411	-0.249934533	0.143320301
SLC26A3	-0.132726641	-0.215651165	0.123062943
PLA2G10	-0.048015926	-0.130940669	-1.047269317
KCTD17	-0.105702278	-0.188685922	-0.057937098
CYP2C18	-0.050877492	-0.13398116	-0.211380645
AADACL4	-0.097792524	-0.181141316	-0.03018293
ABCG1	0.062718109	-0.020881431	-0.536227862
ENO2	-0.013026195	-0.096650223	-0.037203682
GLS2	-0.167522988	-0.251166017	-0.235287946
CNDP2	-0.227901539	-0.311650259	-0.02834561
SLC36A1	0.079671375	-0.004097301	-0.017147061
KCNK5	-0.232578127	-0.316420488	-0.019012598
MIP	-0.160697696	-0.244541485	-0.106360757
PLIN1	-0.262040636	-0.345961937	0.069097695
NAA40	-0.210231618	-0.294168855	-0.373431284
PDXK	-0.066721016	-0.150906273	-0.146882002
SLC39A8	-0.094234525	-0.178480179	-0.037649327
SLC4A2	-0.255581888	-0.33983283	0.214418286
ATP1A2	-0.275514267	-0.359777201	0.1333081
PKM	-0.871981546	-0.95666452	-1.027345903
SLCO6A1	0.174171327	0.089366069	-0.011068028
GABRA5	-0.022661232	-0.107859554	0.035009498
SLC25A33	-0.200916359	-0.286142979	-0.093976306
KCTD5	-0.358706986	-0.443942729	-0.048403085
C3	-0.107360571	-0.192932417	0.021285446
SRD5A3	-0.444187443	-0.53010411	-0.440122361
COLGALT1	-0.167851613	-0.254053633	-0.002665957
B4GALT4	-0.368350871	-0.454573121	0.071481918
SLC6A6	0.123092868	0.036643004	-0.321863658
PLCB2	-0.367440832	-0.453950302	-0.032121963
SLC9A2	-0.254343224	-0.340993538	0.09314279
GPHN	-0.111951212	-0.198636875	0.002291019
PMM2	-0.122597403	-0.209606987	-0.40456786
SUCLA2	0.113475527	0.026450001	-0.221327859
PGP	-0.14402629	-0.231207491	-0.261011745
SLC35E2A	0.015324043	-0.071874757	
SLC17A7	-0.072696938	-0.159993772	-0.088962358
ABCF2	-0.183865769	-0.271351022	-0.178703917
KCTD18	0.122559484	0.035039245	-0.061952039
COX7A2L	0.123722312	0.036157488	-0.053569733
MAN2B1	-0.353588018	-0.441154197	-0.096501039
AKR1B1	-0.02866496	-0.116260537	0.322559786
DDC	0.060751414	-0.026861911	0.018662227
LDLR	-0.396448321	-0.484072105	-0.236544584
SLC6A1	0.224097071	0.136095914	0.008471763
THNSL2	-0.167421873	-0.255454977	-0.070938527
MTF1	-0.481562233	-0.569653132	-0.16221956
CHST1	-0.042853983	-0.131019937	-0.020892437
HTR3D	0.052778462	-0.035561564	-0.097884128
CBR4	0.108437451	0.019995329	-0.017518046
NPL	-0.033507125	-0.122085312	-0.203462356
NMRK1	-0.144215881	-0.232863624	0.201923475
DGKA	-0.344790975	-0.433439732	-0.197353191
CYP17A1	-0.243068853	-0.331806954	-0.020219704
FUT6	-0.215085158	-0.303850863	-0.118964615
CYBB	0.152722217	0.063911163	0.066042624
UCP1	-0.216045755	-0.304870022	0.002687305
PTS	0.064981831	-0.024103105	0.220773363
CYP4B1	-0.182184725	-0.271294402	-0.161737027
HMGCR	-1.209264701	-1.298450737	-0.843295315
ATP5MGL	-0.1020419	-0.191318749	
CACNA2D1	-0.282390116	-0.371978796	-0.027886335
ABCD2	-0.154896199	-0.244541485	0.033590552
KDSR	-0.864966664	-0.954668667	-0.433683963
MGAT5	-0.220709704	-0.310588635	-0.109814011
NDUFA12	-0.15685531	-0.246749662	-0.107012248
GSTA3	-0.21990078	-0.309852576	-0.060108277
GSTO1	0.049356969	-0.040882422	-0.087739025
SLC44A2	-0.27189939	-0.362325097	-0.164093342
LIPJ	0.136379436	0.045702193	0.02883597
GCLM	-0.160015167	-0.250755522	-0.000100077
ENTPD6	-0.191474705	-0.282519304	0.088206526
CYP4F3	0.223401902	0.132241512	-0.054794508
PTGDS	-0.089838531	-0.180999766	0.107845458
CYP4F11	-0.18274086	-0.274097089	-0.472046535
GNPTG	-0.469630613	-0.561018593	-0.022919783
FAHD1	-0.302335134	-0.393735005	-0.019484493
ACE	0.132992069	0.041406156	-0.192961606
CLIC6	-0.135949695	-0.22762628	-0.030819112
ETFDH	0.117142225	0.025279384	0.157562236
CHRNB3	0.02562897	-0.066385454	0.101660283
PLIN2	-0.005432806	-0.097459888	-0.190990843
HIF3A	-0.13694821	-0.229041778	0.126677315
TKTL2	0.095707018	0.003517372	0.059519699
SLC18B1	-0.105934844	-0.198127296	0.003784184
ASIC3	0.086970645	-0.005230974	0.067205261
KCNK18	-0.078038361	-0.170312754	-0.146405487
CYB5R2	0.070009796	-0.022354965	-0.137334395
ACBD6	-0.164426328	-0.256983715	0.077748365
SMOX	0.024509116	-0.06817606	0.01130052
COX7A1	-0.11261731	-0.205346337	0.222918662
ST6GALNAC1	0.119249218	0.026437262	-0.104370278
SLC25A52	-0.172009985	-0.264853885	-0.087002724
B3GNT9	0.005333081	-0.087582541	-0.1378709
KCNV1	0.004776061	-0.088317185	-0.039304772
KCNH3	-0.347938193	-0.441111732	-0.23178613
KCND3	0.106298859	0.013119263	-0.241555799
PDK2	-0.060718552	-0.153907129	-0.383558283
NUDT9	0.08301324	-0.01038268	0.085414901
SLC10A4	0.187253136	0.09365786	-0.046855023
KLB	-0.122324391	-0.216132434	0.053930919
ALG14	-1.081732866	-1.175670415	-1.115300272
SLC35D2	-0.141700635	-0.23589279	-0.093453081
PRODH2	-0.315126236	-0.409432881	-0.393716097
APOBR	-0.330407306	-0.424932587	-0.056139603
CHRNA5	-0.029640724	-0.124277919	-0.072631412
EXT2	-0.198717098	-0.293404486	-0.318115734
PPIP5K2	0.165007742	0.070203053	-0.221860045
ADH6	-0.127632951	-0.222572951	0.22653144
FITM2	0.045543653	-0.049509884	-0.104083521
COX6B2	0.035619174	-0.059550013	0.068176944
SLC39A4	-0.239656208	-0.335048445	0.115871497
EDEM3	-0.287723955	-0.383359402	-0.051432523
PLCD1	-0.157563118	-0.253232644	-0.189075246
AADAC	0.038233008	-0.057598041	0.144258014
ECHS1	-0.142421083	-0.238369912	0.065061234
PGAP1	-0.228116409	-0.324078334	-0.011031534
SLC26A11	-0.123546624	-0.219543785	-0.145851999
PNPLA8	-0.232198945	-0.328395603	-0.099541779
SLC16A13	-0.1156533	-0.211871784	-0.153777757
HCN2	-0.247871836	-0.344291649	-0.273949141
CKMT1A	0.018767024	-0.077751906	
GLYATL1	-0.173299207	-0.269822284	0.096644707
IMPAD1	-0.103391791	-0.199995754	0.003376985
CAT	-0.386488451	-0.483109567	-0.024884282
AWAT1	-0.262470376	-0.359154381	0.035655071
SLC16A1	0.003755174	-0.092961435	-0.197082387
GYG2	0.053776977	-0.043196761	0.016143471
SLC12A5	-0.388548678	-0.486209508	0.106512425
IFI30	-0.265756628	-0.363599046	-0.15912891
ITPKB	0.073212627	-0.024645241	0.022932803
SLC44A4	-0.231124593	-0.329145818	0.03166477
HPGDS	-0.137858249	-0.235963565	-0.061717567
